Nguồn,Ngày đăng,Tiêu đề,URL,Nội dung (đầy đủ),Nhãn (0/1/2)
ajot.com,2022-11-02,East Coast gasoline pinch worsens with inventories at eight-year low,https://www.ajot.com/news/east-coast-gasoline-pinch-worsens-with-inventories-at-eight-year-low,"Gasoline supplies on the US East Coast tumbled to an eight-year low, exacerbating a fuel shortage among wholesalers that threatens to further drive up pump prices heading into the midterm election. Overall US stockpiles are now the tightest since November 2014. That’s hitting pump prices, with East Coast states seeing some of the biggest jumps while, nationwide, prices have halted their streak of declines and started to rise again. The national average stood at $3.765 a gallon Wednesday, the highest level recorded for this time of year, according to AAA. The drop in gasoline supplies occurred even as demand dipped for the week. It was driven by imports plunging to the lowest since April 2020. The scarcity extends to diesel, the fuel that powers the US economy. National supplies of the heating and trucking fuel have remained flat heading into winter, even as demand rises. That could mean higher prices across the country in the coming weeks. The good news is that diesel supplies jumped by 1.4 million barrels on the East Coast -- where the shortage was most acute -- as more supplies flowed in by pipeline and sea.",1
ajot.com,2022-11-02,Virgin Atlantic to resist Christmas capacity caps at Heathrow,https://www.ajot.com/news/virgin-atlantic-to-resist-christmas-capacity-caps-at-heathrow,"Virgin Atlantic Airways Ltd. Chief Executive Officer Shai Weiss pledged to resist any move to cap capacity at Heathrow airport in the lead up to Christmas after the hub said curbs may be needed due to staffing shortages. The airline controlled by billionaire Richard Branson intends to fly a full winter program and called on London’s biggest airport to use the 55 days remaining before Christmas to ensure no restrictions are needed after a turbulent summer. The Virgin Atlantic CEO said he had expected Heathrow to confirm capacity curbs were a thing of the past after a ceiling of 100,000 departing passengers a day was scrapped at the end of the summer schedule, which was marred by lengthy delays due to a lack of workers. Instead, Heathrow boss John Holland-Kaye last week doubled down on warnings of further limits on the busiest days ahead of the festive season. The lifting of the mandatory cap from Oct. 30 means any further attempt by Heathrow to reduce flying should come in the form of a request rather than an order, Weiss said. The period between the US Thanksgiving holiday and New Year is a vital one in a North Atlantic market where Virgin gets 70% of its business. The airline has so far managed a 99.3% completion rate this year despite the disruption at Heathrow by shuffling flights to avoid cancellations. Prior to the pandemic, Heathrow averaged 130,000 departing passengers a day, according to Weiss, and even with blanket curbs in place the hub regained its crown of Europe’s busiest airport over the summer. At the same time as restricting flight volumes, Heathrow is looking to raise the fees it charges airlines -- an aim Virgin says is behind efforts to emphasize both staffing issues and a slow return to pre-Covid traffic levels. A decision on prices is likely later this year or early in 2023, Weiss said. A Heathrow spokesman didn’t immediately respond to requests for comment. The airport said on Oct. 26 it was working with airlines “to agree a highly targeted mechanism” that will align supply and demand on a small number of peak days in the lead up to Christmas. It now sees a full-year tally of as many as 62 million passengers, even after the disrupted summer, having initially forecast 45 million.",1
ajot.com,2024-11-13,Yang Ming receives 2024 Sustainability Partner Awards from Union Pacific Railroad,https://www.ajot.com/news/yang-ming-receives-2024-sustainability-partner-awards-from-union-pacific-railroad,"Yang Ming Marine Transport Corporation (hereafter “Yang Ming”) has announced that it has been honored with the 2024 Sustainability Partner Award by Union Pacific Railroad (hereinafter “UP Railroad”). The award was presented at UP Railroad’s headquarters in Omaha, Nebraska, recognizing Yang Ming’s dedication to sustainable business practices. On behalf of Yang Ming, Wen-Jin Lee, Senior Executive Vice President of Operations at Yang Ming (America) Corp., and Mr. Brian Tzeng, Vice President of Logistics, accepted the award. This award underscores Yang Ming’s efforts and the recognition it has received from its business partners for its commitment to sustainability. UP Railroad is one of the major rail operators in the U.S., covering 23 states in the western two-thirds of the country. It is also a key business partner for Yang Ming in providing inland transportation services for customers. UP Railroad has established the Sustainability Partner Awards to evaluate its upstream and downstream partners across various criteria, including environmental policies, human rights equality, labor rights, cybersecurity initiatives, risk management, and business integrity. The award recognizes companies that utilize innovative business models to reduce their environmental impact and share value with stakeholders through actions. It also honors business partners who have demonstrated leadership and made significant progress toward achieving sustainability goals.",0
ajot.com,2023-10-30,An urban river logistics solution right in the heart of Paris,https://www.ajot.com/news/an-urban-river-logistics-solution-right-in-the-heart-of-paris,"Sogestran Logistics has been making scheduled trips via the river to allow OBD Grand Paris vehicles to be reloaded for the delivery of beverage products to Paris cafés, hotels and restaurants. The vehicles are reloaded on the mixed-use dock at Debilly port, located opposite the Eiffel Tower. This solution has received support from the French waterways authority – Voies Navigables de France (VNF) – and HAROPA PORT, which is using its port network to develop end-to-end decarbonised logistics chains. For OBD Grand Paris, an independent leader in the beverages distribution sector in Paris and its surrounding region with a focus on cafés, hotels and restaurants, this trial stems from a determination to implement more sustainable solutions for urban logistics to address the issues surrounding decarbonisation as well as the need to reduce city traffic. As a major actor in reverse logistics (two-thirds of the volume handled by OBD Grand Paris consists of returnable containers), it is also using this test program to anticipate urban logistics needs for the 2024 Olympics. This Seine-based truck reloading process allows road traffic to be reduced between central Paris and logistics facilities out in the suburbs. According to their usual delivery rounds, OBD Grand Paris vehicles finish their first Paris delivery run between 8 and 10 a.m. If there is a need to make a second run, they are obliged to make road trips during rush hours between central Paris and the logistics storage site outside the city. They can therefore avoid these round trips by reloading at the barge waiting for them in the heart of Paris. In this way, river-based logistics make the logistics process considerably more efficient. This in turn means fewer vehicles on the roads, savings of precious time and easier working for the delivery drivers. For Pascal Clément, director of OBD Grand Paris: “The benefits go beyond the purely environmental. This solution helps enhance customer satisfaction (thanks to greater control of the timing of deliveries) and improves the working conditions of the delivery drivers (by cutting the hours spent driving). This also allows us to address to some extent the issue of recruitment in a sector subject to very tight labour supply.” A city-centre logistics solution allowing shared use of port docks For Alexis Chapolard, Director, France, at Blue Line Logistics, a subsidiary of Sogestran Logistics: “One of the advantages of ZULU03 is that it has a crane on board that allows it to operate independently since it needs no dockside equipment. Once a delivery has been completed, the dock becomes available once again for other users. In the future, for the purposes of mass goods transit, Sogestran Logistics will have the benefit of availability of Debilly dock for several hours a day.” For Antoine Berbain, deputy general manager of HAROPA PORT: “Alongside OBD Grand Paris and Sogestran Logistics, we are extremely pleased with this urban logistics trial involving a new category of goods. We are ready to make this service permanent from 2024, especially with the Olympic and Paralympic Games in mind, starting out from the Gennevilliers multimodal facility and going to the urban ports on the Paris sector of the Seine – not only Debilly, but also Austerlitz – helping in this way to limit road congestion and CO2 emissions.” • 170 pallets of beverages and 120 pallets of returns (empty bottles and drums) have been carried during the trial as a whole, on the basis of two trips per week (Tuesday and Friday). • An adjustment phase was needed at the start of the operation, involving transportation of limited quantities of goods. More substantial volumes have been achieved by September and October. • On the evening of D-1, delivery of the pallets by OBD Grand Paris to Sogestran Logistics at Gennevilliers port. • On the morning of D0, departure of the loaded OBD Grand Paris trucks from their warehouses, headed for an initial delivery round in Paris. • On completion of this first run, they return to the barge in central Paris to unload the returns collected from cafés and take on the goods they need for their second delivery round. • This means that the vehicle and its driver carry out a second delivery run without having to return to their warehouse outside Paris (at Villeneuve la Garenne). In this way, valuable kilometres of driving time during city rush hours are avoided. • In some cases, vehicles have been able to make three morning delivery runs by reloading at the barge. • The ZULU03 and its crew take over from each vehicle the returnable empty containers collected from the customers of OBD Grand Paris. This project is supported by local government committed to the development of urban river logistics as part of the partnership agreement between HAROPA PORT and Paris City Authority, along with the call for declarations of interest issued with the Greater Paris authority in order to help projects emerge, plus support for experimental operations in the Greater Paris region from the assistance for modal transfer provided by the French waterways authority (VNF).",1
ajot.com,2024-10-02,"More than 6,300 flights and 370,000 tons of airfreight: Vienna Airport and Asiana Airlines celebrate 25th anniversary",https://www.ajot.com/news/more-than-6300-flights-and-370000-tons-of-airfreight-vienna-airport-and-asiana-airlines-celebrate-25th-anniversary,"Vienna Airport and Asiana Airlines are celebrating 25 years of successful partnership: since the first cargo flight in 1999, the South Korean airline has transported more than 370,000 tons of air freight on over 6,300 flights between Vienna and Incheon – an important contribution to the economic network between Austria and South Korea. On the occasion of this important milestone, the airport and the airline celebrated the long-standing cooperation with Sang Wook HAM, Ambassador of the Republic of Korea to Austria, Yun Kyu OH, Head of Cargo at Asiana Airlines, Michael Zach, Senior Vice President Ground Handling & Cargo Operations at Flughafen Wien AG and Belina Neumann, Vice President Aviation Development at Flughafen Wien AG at an evening event. Asiana Airlines: 25 years of cargo service between Incheon and Vienna About Vienna Airport as a cargo hub Thanks to its geographically favorable location in Europe, Vienna has positioned itself as an important global cargo hub for Central and Eastern Europe. Vienna Airport is used by leading cargo airlines, especially for intercontinental transport. The airport offers rapid transshipment times based on its 24/7 operational readiness. Ten Category F aircraft parking positions (Boeing 747, Antonov 124) near the terminal buildings are available for air cargo. Vienna Airport is firmly anchored in the European network of air cargo road feeder services. The most important consumer and business centers in Central and Eastern Europe are accessed within 24 or 48 hours. Flughafen Wien AG, which is publicly traded on the Vienna Stock Exchange, is one of the biggest employers in the region, featuring a workforce of more than 5,400 people.",0
ajot.com,2024-01-30,"Red Sea chaos sends 100 tankers round Africa, oil brokerage says",https://www.ajot.com/news/red-sea-chaos-sends-100-tankers-round-africa-oil-brokerage-says,"The number of tankers diverting on longer voyages around the Cape of Good Hope has increased to 100 from last week, according to a report from Oil Brokerage. That’s a jump of about 45% from the firm’s count of 69 on Jan. 24. The vessels are carrying about 56 million barrels of crude and petroleum products, according to the report. Many vessels are avoiding the Red Sea route because of attacks by Houthi militants on merchant shipping, instead sailing around South Africa’s Cape of Good Hope.",0
ajot.com,2024-11-21,SSA Marine expands South Florida cruise operations with Royal Caribbean contract and new GM,https://www.ajot.com/news/ssa-marine-expands-south-florida-cruise-operations-with-royal-caribbean-contract-and-new-gm,"SSA Marine, one of the world’s leading independent marine terminal operators, announced that it has been appointed as stevedore for Royal Caribbean Group (RCG) at the Port of Miami and Port Everglades, deepening the company’s partnership with RCG and SSA Marine’s presence in South Florida. This agreement coincides with the appointment of Robert Moroney as general manager for SSA Marine’s cruise operations in Miami and Fort Lauderdale. “I am delighted to have Robert join SSA Marine as we continue to invest in and grow our Florida cruise operations, most recently with Royal Caribbean,” said Stefano Borzone, president of SSA Marine’s cruise division. “Robert’s deep leadership and experience in safety and operational excellence, reinforces SSA Marine’s core values. He will be a valuable resource for our customers, partners, and employees, in our growing cruise division.” “After a thorough review of our stevedoring operations through South Florida, we are reaffirming our commitment to enhancing efficiency, safety, and service quality,” said Bryan Attree, director, worldwide port operations, Royal Caribbean Group. “SSA Marine’s dedication to safety and service excellence for our vessels and guests sets them apart, and we are excited about the growth of our partnership.”",0
ajot.com,2022-11-08,Emirates orders Boeing freighters amid rancor over delays,https://www.ajot.com/news/emirates-orders-boeing-freighters-amid-rancor-over-delays,"Gulf airline Emirates agreed to buy five freighter aircraft from Boeing Co., providing a boost for the US manufacturer after months of sustained criticism from the giant carrier over delivery delays. The world’s biggest long-haul airline placed a firm order for the 777-200LR freighters, it said in a statement Tuesday, with two of the widebodies due for delivery in 2024 and the rest in 2025. With service entry for the 777X passenger plane slipping to 2025, Emirates President Tim Clark has lambasted Boeing management on numerous occasions while seeking to accelerate deliveries of the rival Airbus SE A350, which the airline also has on order. Boeing and Airbus have offered freighter versions of the 777X and A350, though Emirates has so far ordered neither. The latest deal adds to the carrier’s existing fleet of 11 777 “classic” freighters. Clark said in June that his airline had also converted 10 passenger 777s into cargo aircraft during the coronavirus pandemic and might switch another 10, opening up a requirement for more new A350s. It’s not clear where the new order leaves that plan.",1
ajot.com,2024-09-03,"US says Houthis hit Saudi ship, but Bahri says wasn’t targeted",https://www.ajot.com/news/us-says-houthis-hit-saudi-ship-but-bahri-says-wasnt-targeted,"The owner of the Saudi Arabian oil tanker that was reportedly struck by Houthi militants in the Red Sea said it wasn’t the target of any strike. The Saudi-owned Amjad, which the US said was hit in an attack by the Iranian-backed rebel group on Monday, was “not targeted and sustained no injuries or damage,” according to a statement from Bahri, the owner of the ship. The Houthis attacked two oil tankers — the Amjad and the Panama-flagged and Greek-operated Blue Lagoon I — the US Central Command said in a statement. The two ships were close to each other at the time of the strikes, satellite and vessel-tracking data compiled by Bloomberg show. Houthi spokesman Yahya Saree only claimed responsibility for striking the Blue Lagoon I, in a post on social media platform X, omitting any mention of the Saudi vessel. The operation involved missiles, unmanned aerial vehicles and naval forces, he said. Bahri declined to comment beyond the statement when asked whether the Amjad suffered any physical hit at all in a strike by the Houthis. The Houthis have maintained that they only target ships passing through the Red Sea that are linked to Israel, the US or the UK. Any attack on a Saudi ship by the Houthis would have been the first time the militant group has hit a vessel from the kingdom in its latest campaign to menace ships in the crucial shipping corridor. Tensions between the militants and Saudi Arabia have risen in recent weeks, after the group’s leader claimed that Riyadh was working with Israel and the US to try and prevent Houthi attacks in the Red Sea. Sea Trade Marine, the Blue Lagoon I’s Greek operator and Saudi Arabia’s government didn’t respond to requests for comment.",0
ajot.com,2023-11-02,Tower announces the ‘evolution’ of the pharmaceutical cold chain,https://www.ajot.com/news/tower-announces-the-evolution-of-the-pharmaceutical-cold-chain,"The latest innovation from Tower Cold Chain, a pioneer in passive temperature-controlled containers, offers pharmaceutical manufacturers, airlines and 3PL providers a single solution compatible with U.S. and E.U. pallets – with an ultra-lightweight design. The Evolution 1600 Tower Universal Pallet, unveiled at CPHI Barcelona 2023, is perfectly adapted to universal shipping needs, meeting industry standards for a truly pan-global container. As such, it gives the pharmaceutical and life sciences markets unparalleled levels of efficiency and versatility in their cold chain operations. “The Evolution 1600 Tower Universal Pallet has been developed in response to the challenges faced in transporting large volumes of pharmaceuticals and life science products around the world. We were inspired to innovate an efficient solution that was not hindered by size, weight, plate or pallet configurations,” says Martin Hawes, Global Head of Product Development at Tower Cold Chain. “The Evolution 1600 sets new standards for the cold chain industry, offering the same robust, reliable and reusable benefits, but with added flexibility, weight efficiency and space utilisation.” Each Evolution 1600 is a quarter of the size of a PMC pallet, allowing four containers to be transported per pallet. By analysing data from hundreds of thousands of journeys, Tower has reduced the amount of phase-change materials required to maintain a consistent internal temperature – resulting in significant weight savings and more space for product to be packed. User convenience is assured throughout. Removable plates enable flexible and sustainable conditioning, with the option to add dry ice for ultra-cold shipments. The Evolution 1600 is designed with double-door access for improved accessibility and safety during loading and unloading. Customers continue to get the benefits associated with Tower products: a robust design for product protection, reliable temperature control of up to 120 hours, and a reusable system that means the Evolution 1600 can be shipped around the world, hundreds of times – for a substantially reduced carbon footprint versus single-use and heavier alternatives. With built in data logging technology to provide real-time updates of internal temperature monitoring, the Evolution 1600 is part of Tower’s digital transformation journey to enhance and streamline customer’s access to data visualisation, analysis, and shipping details. The introduction of the Evolution 1600 coincides with Tower’s international global hub network expansion, bolstering customers’ availability of its robust, reliable, and reusable cold storage solutions. With its latest facilities opening in Switzerland, Italy, and Ireland as well as the launch of its American Centre of Excellence, Tower remains committed to advancing the standard for cold chain logistics on a global scale.",0
joc.com,2024-10-04,"ILA strike leaves US reefer importers few options, more risks",https://joc.com/article/ila-strike-leaves-us-reefer-importers-few-options-more-risks-5741807,"Delays and equipment shortages stemming from the ILA strike could impact perishable cargoes from South America, such as mangoes, which are especially vulnerable to ripening. Photo credit: Shutterstock.com. Refrigerated (reefer) container shippers using US East and Gulf coast ports are worried that if the International Longshoremen’s Association’s (ILA’s) strike continues for another week, they’ll be faced with equipment shortages and spoiling perishables, some of which are in their peak season. As the strike continues to affect several major US gateways for reefer cargo, such as Philadelphia and Wilmington, Del., the refrigerated container market is particularly at risk. Some shippers can still move goods via north-south services calling on non-unionized terminals, such as Seaboard in Miami, Gulf Stream in Houston, Penn in Philadelphia and Gloucester Terminal in New Jersey. Shifting South American exports to the West Coast remains a less-appealing option given the siloed nature of intermodal transit in South America and existing time constraints. Given the time-sensitive nature of the cargo and the growing queue of ships outside East and Gulf coast ports, the reefer market will reach its breaking point if the strike lasts more than a week, said Eric Brown, president at JTP Transportation and chair member of the Meat Import Council of America. The uncertainty around delivery dates and reefer equipment availability comes during the peak season for shipments of mangoes from South America, which Brown said are particularly vulnerable. “We’re right at the start of [Brazil’s] mango season, but the mangoes are aging,” he said. “When they come in, [importers are] going to want everything immediately, which is a nice idea, but they’re going to jam up the warehouses [and] the ports. The industry only has a certain number of wheels to put all these containers on, and warehouses only have so much manpower.” Still, mangoes are just one refrigerated commodity that shippers will be desperate to move when work resumes. Other fruits, such as grapes, blueberries and cherries generally land in the US in December and January. Ports that handle significant reefer volumes could be especially pressed when work resumes as shippers work to get their shipments off the boats and on to the shelves before their products expire. Brown said reefer containers that are reliant on gensets — i.e., diesel-powered generators — rather than plug-in electricity are at greater risk of spoilage because some gensets turn off after just a few days without intervention. Edison Escobar, director at cold-chain specialist Lineage Logistics, said Lineage pre-pulled as many of its customers’ containers as possible before marine terminals closed due to the strike. However, he said it’s likely some reefers remain inaccessible because they weren’t released in time or there was no truck available, in addition to those stuck on vessels outside the ports. “The lack of monitoring is a big concern,” Escobar told the Journal of Commerce. “Once we start pulling containers again, will there have been temperature deviations or spoilage? That’s a big unknown.” In the meantime, some shippers are utilizing terminals not affected by the strike to offload their reefer containers, such as Dole Ocean Cargo Express’ Gulfport, Miss., facility; Seaboard Marine’s terminal in Freeport, Texas; Crowley Maritime’s terminals in the Port of Jacksonville and Port Everglades; and the PSA Penn Terminal in Philadelphia, which serves the trans-Atlantic reefer trade. But other major container gateways for cold-chain shipments including Philadelphia and Wilmington, Del. remain closed, and that will affect the independent distributors such as Fyffes and One Banana, according to Bill Duggan, a principal at cold-chain consulting firm Eskesen Advisory. Brown said however long the ILA strike lasts, navigating the path to normal operations once it is over will be complex, especially for specialty cargo such as reefers, and the market reaction will take time to materialize. If ILA-served ports are slow to clear out the cargo when work resumes, vessel congestion could create a cascading logjam effect. Conversely, if the work is done too rapidly, there could be a surge in empty equipment tied up on the water, disrupting reefer positioning. Duggan said carriers need to start staging empty reefer containers in South America by December to handle the peak season, but for now, there appear to be no major container imbalances and cold-chain storage capacity is available. The resumption of operations could also bring additional costs for shippers. During the port strike, refrigerated shippers don’t have to worry about paying demurrage for reefers stuck inside terminals, as all operators have agreed to waive those fees. However, in the rush to remove containers once the terminals open, Escobar said that delays could push containers past their free time. Dry container trade in and out of Brazil has yet to see any impact from the ILA strike, but Marcelo Machado, sales consultant at CSS Logistics, said some ripple effects are inevitable. “Global logistics does not tolerate interruptions,” he said. “If the strike continues, there will be delays in deliveries, port congestion, and increased transportation costs.” Contact Laura Robb at Laura.Robb@spglobal.com. Senior Editor Michael Angell contributed to this report. © 2026 S&P Global. All rights reserved. Reproduction in whole or in part without permission is prohibited. You are permitted to print or download extracts from this material for your personal use only. None of this material may be used for any commercial or public use. For more information on reprints/eprints, please visit https://subscribe.joc.com/mediasolutions/.",1
ajot.com,2023-07-20,AIT Worldwide Logistics introduces ‘Critical Solutions Group’ specialized for cell and gene therapy deliveries,https://www.ajot.com/news/ait-worldwide-logistics-introduces-critical-solutions-group-specialized-for-cell-and-gene-therapy-deliveries,"AIT Worldwide Logistics is proud to announce the launch of its new Critical Solutions Group, a team of deeply experienced industry professionals dedicated to providing ultra-reliable, personalized logistics solutions for life-saving therapies under the strictest possible quality standards. The Critical Solutions Group collaborates with customers to develop individualized, stringent shipment plans for life-saving therapies, including cell and gene therapies (CGT), autologous vaccines, CAR T-cell and TCR therapies, and patient samples. “The team provides 24/7 global coverage every single day of the year and they are fully prepared to pass our customers' most extensive audits. Everything they do is for the patients they're serving,” he added. The dedicated Critical Solutions Group’s subject matter experts leverage their combined 100-plus years of specialized life-saving logistics experience, including direct-to-patient and direct-to-facility deliveries to locations around the world, in support of customers developing cutting-edge personalized therapies. “From research all the way through to commercialization, our team provides both start-up and established biotech companies with expert consultation and fully customized logistics solutions,” said AIT’s Vice President, Critical Solutions Group, Dave Murphy. “Our customers know they can count on our industry-leading quality protocols to ensure the highest levels of safety, risk management, and integrity for their life-saving therapies.” Every shipment the Critical Solutions Group manages includes its own comprehensive route planner and 24/7/365 consultative customer care, as well as the peace of mind that comes with AIT’s good distribution practices certification and best-in-class quality assurance program. Smart asset data tracking, temperature-controlled packaging, and monitoring are available, together with an assured chain of custody and chain of identity management. Murphy added that AIT’s global network of core carriers managed by more than 110 locations gives the Critical Solutions Group the flexibility to support customers anywhere in the world via AIT’s air charter, next flight out, on-board courier, and dedicated truck services.",0
ajot.com,2024-11-12,Sunset Transportation celebrated as 2024 Top Company for Women to Work in Transportation,https://www.ajot.com/news/sunset-transportation-celebrated-as-2024-top-company-for-women-to-work-in-transportation,"Sunset Transportation (Sunset), a premier third-party logistics (3PL) provider and leader in global supply chain solutions, announced its recognition as a 2024 “Top Company for Women to Work in Transportation” by Women in Trucking Association’s (WIT) official magazine, Redefining the Road. Sunset was recognized for having a corporate culture that promotes a gender-diverse workplace that aspires to attract and retain more female talent. “As a woman in this industry, a mom to daughters, and a second-generation CEO of a privately held, family-founded organization where leadership truly has the influence to shape the culture of an organization, there is nothing more important to me than continuing to foster an inclusive and flexible workplace environment,” said Sunset Transportation CEO Lindsey Graves. “We’ve designed our company to include benefits that enhance the work experience for women and offer opportunities for career growth. I’m incredibly proud and honored to, once again, be recognized by WIT as a top company for women in the transportation and logistics industry,” said Graves. Sunset was also a WIT 2023 Top Company for Women to Work in Transportation honoree. Furthermore, two members of its female leadership have received recognition over the past several months: CCO Tracy Meetre was honored as a 2024 Women in Supply Chain recipient, while Vice President of Strategic Accounts Jill Gross was recognized as a Leading Woman in Logistics recipient. With company culture focused on work-life balance for employees and high-touch service for customers, Sunset’s leaders take pride in providing a comprehensive and competitive salary and benefits package that includes full benefits, a 401(k) match and tuition reimbursement. Sunset also offers its employees work-from-home flexibility, wellness stations, and paid paternity leave to accompany robust maternity perks.",0
joc.com,2023-03-17,WiseTech Global weighing US domestic tech acquisition options: CEO,https://joc.com/article/wisetech-global-weighing-us-domestic-tech-acquisition-options-ceo-5220483,"WiseTech Global CEO Richard White said the North American intermodal market is rife with opportunities for automation and optimization. Photo credit: Travel mania / Shutterstock.com. Fresh off spending $644 million to acquire two North American landside logistics technology providers, WiseTech Global CEO Richard White hinted that the company’s next target could be a US domestic transportation play. “If you think about what we’ve done and where we’re going, there’s an arrow that points directly to the [US] domestic market,” White told the Journal of Commerce in a recent interview. Adding a domestic freight software product on top of the $414 million purchase of Blume Global on Feb. 16 and the $230 million acquisition of Envase Technologies announced Jan. 25 would compound an area of focus for WiseTech, White said. “If you look at all the market opportunities across the world, you’ve got to be practically everything, and that’s not a short-term vision,” he said. “So we’ve broken it into steps. One of those steps was customs, and another was landside logistics.” White said both recent acquisitions help extend WiseTech’s value proposition to existing forwarder customers and allow the software vendor to tap into intermodal and drayage customer segments in North America that it hasn’t previously reached. More broadly, the goal is to make the handoffs between international, intermodal, and domestic legs more efficient, an area where the Blume acquisition, in particular, helps. “Storage charges, truck wait times, detention for containers not returned on time, empty legs, the truck, the chassis, the rail car, they can all be optimizable better than they are now,” White said. “It’s definitely a new group of customers for us. Blume gives us rail, which you can’t get access to easily. Incumbency in these industries is very sticky. An analyst asked me how long it would take to build something like Blume, and I said 20 years and $1 billion, and even then, there’s no guarantee.” White also addressed the issue of whether WiseTech’s pricing is impacting its future prospects. A number of media reports and LinkedIn posts in 2023 suggested that the company, which has a dominant position in the forwarding software market, had increased its pricing markedly over 2022 levels. “For 28 years, I’ve never had a customer compliment me on pricing,” he said, adding that WiseTech’s attrition rate is less than 1 percent on annual basis, generally tied to when a customer goes bankrupt or is acquired into another company not using WiseTech’s flagship product, CargoWise One. “We’re a company that’s profitable, we’re not cash burning,” White said. “With all the deals we did over the past year, we now have 24 of the largest 25 [global] forwarders on our platform somewhere. We’ve signed dozens of new contracts on the current price point. Our value prop is not cheap software.” WiseTech spent $755 million on research and development over the last five years, White said, and will spend “something close to $2 billion over the next five years.” He also poked at the venture-backed business model in the logistics industry. White said the current market is impacting logistics providers through low demand and freight rates, and venture capital firms through less tolerance for loss-making from their investments. “The cash burn model is no longer viable,” he said. “You have to have a very clear way to go from a land grab business. As interest rates rise, cash burn companies become less and less sustainable and fundable. If you’re focused on land grab and your product is an inch deep, that means it’s replaceable.” Contact Eric Johnson at eric.johnson@spglobal.com and follow him on Twitter: @LogTechEric. © 2026 S&P Global. All rights reserved. Reproduction in whole or in part without permission is prohibited. You are permitted to print or download extracts from this material for your personal use only. None of this material may be used for any commercial or public use. For more information on reprints/eprints, please visit https://subscribe.joc.com/mediasolutions/.",0
ajot.com,2024-11-07,"Greater New Orleans, Inc. celebrates passage of Constitutional Amendment 1",https://www.ajot.com/news/greater-new-orleans-inc-celebrates-passage-of-constitutional-amendment-1,"Greater New Orleans, Inc. (GNO, Inc.) applauds the voters of Louisiana for passing Constitutional Amendment 1 in Tuesday's election, a transformative measure that will direct federal revenues from offshore renewable energy production to Louisiana’s Coastal Protection and Restoration Fund. This amendment marks a crucial step in fortifying the state’s efforts to safeguard and restore its receding coastlines. The amendment, supported by an overwhelming majority of Louisiana voters, will ensure that all future federal revenues generated from alternative and renewable energy production in federal Gulf waters off the state’s coast — such as offshore wind, solar, and other future energy sources — will be dedicated to the Coastal Protection and Restoration Fund. This fund, established in 1989 and strengthened by voters in 2006, serves as the primary financial source for projects that mitigate flood risks and protect the coastline through levees, floodgates, wetlands creation, barrier island restoration, and more. Louisiana’s Coastal Protection and Restoration Fund, which already receives revenues from the Gulf of Mexico Energy Security Act (GOMESA) and state oil and gas revenues, is poised to grow significantly through this amendment. GOMESA has served as a model of federal revenue sharing for energy-producing states, allocating a portion of Outer Continental Shelf (OCS) oil and gas revenues to coastal protection. “Every type of energy production that occurs off our coast depends on healthy and resilient communities and ecosystems, so funds generated by that energy production should be reinvested in coastal protection and restoration – and 72 percent of Louisiana voters from north to south agree,” said Simone Maloz, Campaign Director of Restore the Mississippi River Delta. “With offshore alternative energy production still in the earliest stages, it will not be a silver bullet for Louisiana’s coastal funding cliff, but it is a positive step toward closing that funding gap and continuing our strong track record of investing in the protection and restoration of our coast for the benefit of the entire state and its economy.” To date, federal revenues generated from offshore renewable energy have remained within the U.S. Treasury. However, Amendment 1 anticipates expansion of federal revenue sharing to include renewables, rectifying an imbalance and ensuring that Louisiana's coast benefits directly from the emerging offshore wind and renewable energy industries, which are anticipated to create thousands of new jobs and diversify the state’s energy sector. GNO, Inc.’s GNOwind Alliance, comprised of 250+ company and public sector members, has been instrumental in not only advocating for this extension of the revenue sharing model but also in advancing the local offshore wind industry in Louisiana. ""Recent election results have shown the vast majority of Louisiana citizens realize the importance of Louisiana's working coast and support the state's restoration efforts to improve its long-term sustainability.,"" said Representative Joseph Orgeron, District 54 of the Louisiana House of Representatives. ""As we move to an 'All-Of-The-Above' offshore energy state, the available federal revenues will go to the fund our science-based coastal masterplan for the improved resiliency of coastal communities where those workers live."" Louisiana’s coast supports critical industries and communities, providing natural storm protection, vibrant ecosystems, and recreation for residents and visitors alike. With rising sea levels and intensifying storms, this dedicated revenue source is more essential than ever. By leveraging funds from all forms of offshore energy production, the amendment aligns state resilience efforts with emerging energy developments, creating a more balanced and sustainable approach to resource management. GNO, Inc. remains committed to supporting the broader national efforts, such as the RISEE (Reinvesting in Shoreline Economies and Ecosystems) Act and BREEZE (Budgeting for Renewable Electrical Energy Zone Earnings) Act, which aim to increase revenue-sharing opportunities with Gulf Coast states and extend revenue sharing to include offshore wind. These initiatives, combined with this newly passed amendment, underscore Louisiana’s leadership in securing a resilient, prosperous coastal future for generations to come.",0
